age,bmi,bmi_category,gender,activity_level,diet_type,goal,health_condition,calorie_target,protein_requirement,carbs_limit,fat_limit,recommended_food
27,33.6,obese,male,medium,veg,muscle_gain,obesity,2341,140,260,65,Tofu Stir Fry #6
54,31.5,obese,male,high,high_protein,maintain,hypertension,1990,92,268,72,Grilled Chicken Bowl
41,18.0,underweight,male,high,normal,maintain,obesity,2193,82,191,59,Grilled Chicken Bowl
47,32.4,obese,female,low,veg,muscle_gain,normal,2559,80,255,56,Tofu Stir Fry #2
20,18.5,normal,male,low,veg,muscle_gain,hypertension,2646,115,281,58,Tofu Stir Fry #6
59,26.1,overweight,male,medium,normal,maintain,obesity,2178,95,320,41,Grilled Chicken Bowl
20,30.8,obese,male,low,veg,weight_loss,obesity,1827,63,245,65,Tofu Stir Fry
53,23.5,normal,male,low,veg,muscle_gain,hypertension,2416,87,248,82,Tofu Stir Fry #6
20,24.1,normal,male,high,veg,weight_loss,obesity,1865,86,315,55,Tofu Stir Fry
33,32.5,obese,male,low,high_protein,muscle_gain,diabetes,2763,114,163,72,Grilled Chicken Bowl
25,35.8,obese,female,high,normal,muscle_gain,normal,2570,114,293,85,Grilled Chicken Bowl
29,32.1,obese,male,low,normal,maintain,hypertension,2049,96,282,53,Greek Yogurt Bowl
40,17.6,underweight,male,low,normal,weight_loss,diabetes,1840,87,151,54,Grilled Chicken Bowl
48,31.4,obese,female,low,normal,muscle_gain,hypertension,2521,128,244,82,Grilled Chicken Bowl
29,22.8,normal,male,low,veg,muscle_gain,diabetes,2328,103,153,84,Tofu Stir Fry #2
58,25.2,overweight,female,high,vegan,muscle_gain,diabetes,2691,91,141,65,Tofu Stir Fry #2
35,27.0,overweight,female,medium,high_protein,maintain,normal,1919,55,291,63,Grilled Chicken Bowl
59,32.7,obese,female,medium,normal,maintain,diabetes,2131,77,150,70,Grilled Chicken Bowl
52,27.4,overweight,male,medium,vegan,muscle_gain,normal,2879,109,290,58,Tofu Stir Fry #2
40,33.4,obese,male,medium,veg,muscle_gain,diabetes,2874,133,137,76,Tofu Stir Fry #2
24,29.6,overweight,male,medium,normal,muscle_gain,obesity,2671,103,252,65,Grilled Chicken Bowl
41,35.1,obese,male,medium,normal,weight_loss,obesity,1558,78,279,61,Tofu Stir Fry
58,18.6,normal,male,medium,normal,weight_loss,obesity,1672,83,291,54,Grilled Chicken Bowl
21,18.3,underweight,male,medium,veg,weight_loss,hypertension,1781,61,225,73,Tofu Stir Fry #6
57,19.4,normal,male,high,normal,muscle_gain,diabetes,2720,72,128,73,Grilled Chicken Bowl
59,18.9,normal,female,low,veg,weight_loss,normal,1819,73,229,67,Tofu Stir Fry
42,26.1,overweight,female,medium,veg,muscle_gain,normal,2540,116,311,50,Tofu Stir Fry #2
21,35.8,obese,female,medium,high_protein,maintain,hypertension,2054,76,200,54,Grilled Chicken Bowl
31,31.1,obese,male,medium,normal,maintain,obesity,2284,93,258,40,Grilled Chicken Bowl
27,34.8,obese,male,high,vegan,weight_loss,obesity,1809,70,270,59,Tofu Stir Fry
19,22.2,normal,male,high,normal,muscle_gain,obesity,2816,110,282,43,Grilled Chicken Bowl
34,19.6,normal,male,medium,vegan,weight_loss,diabetes,1516,79,126,66,Tofu Stir Fry
55,27.4,overweight,female,medium,veg,weight_loss,normal,1653,95,316,61,Tofu Stir Fry
48,22.5,normal,female,low,normal,weight_loss,obesity,1504,64,296,47,Grilled Chicken Bowl
27,27.8,overweight,female,high,veg,maintain,diabetes,2292,55,157,53,Greek Yogurt Bowl
33,28.8,overweight,male,medium,normal,muscle_gain,normal,2745,76,222,54,Grilled Chicken Bowl
46,28.8,overweight,female,high,high_protein,muscle_gain,normal,2481,125,261,51,Grilled Chicken Bowl
44,17.5,underweight,male,medium,normal,maintain,diabetes,2047,86,173,53,Grilled Chicken Bowl
18,34.0,obese,male,medium,veg,muscle_gain,hypertension,2782,104,287,60,Tofu Stir Fry #6
55,30.7,obese,female,medium,normal,weight_loss,normal,1574,89,233,74,Grilled Chicken Bowl
38,28.0,overweight,female,low,vegan,muscle_gain,obesity,2410,126,209,40,Tofu Stir Fry #6
28,22.1,normal,female,medium,vegan,muscle_gain,hypertension,2319,124,183,70,Tofu Stir Fry #6
35,20.6,normal,male,low,veg,weight_loss,obesity,1675,81,263,52,Tofu Stir Fry
51,21.5,normal,male,medium,high_protein,maintain,diabetes,1974,93,154,55,Grilled Chicken Bowl
39,25.7,overweight,female,medium,vegan,weight_loss,normal,1664,76,283,61,Tofu Stir Fry
20,31.8,obese,female,low,normal,muscle_gain,diabetes,2558,130,127,67,Shrimp Fried Rice (Low Salt)
28,26.5,overweight,female,medium,vegan,maintain,hypertension,2370,68,235,71,Almond Granola - Deluxe
30,29.7,overweight,male,low,veg,maintain,obesity,1906,63,245,64,Greek Yogurt Bowl
54,34.3,obese,female,high,veg,weight_loss,diabetes,1863,56,138,71,Tofu Stir Fry
57,33.2,obese,male,low,vegan,weight_loss,obesity,1760,82,296,50,Tofu Stir Fry
31,31.5,obese,male,high,veg,weight_loss,obesity,1842,87,250,45,Tofu Stir Fry
37,23.3,normal,male,low,high_protein,muscle_gain,normal,2429,115,186,84,Grilled Chicken Bowl
21,26.7,overweight,female,medium,veg,weight_loss,normal,1592,89,299,69,Tofu Stir Fry
29,17.2,underweight,female,low,vegan,muscle_gain,diabetes,2469,140,120,67,Tofu Stir Fry #2
56,29.9,overweight,male,high,high_protein,maintain,obesity,2258,80,216,43,Grilled Chicken Bowl
35,35.2,obese,male,high,high_protein,muscle_gain,diabetes,2743,90,180,84,Grilled Chicken Bowl
44,22.7,normal,male,high,veg,weight_loss,obesity,1562,91,208,53,Tofu Stir Fry
21,23.0,normal,male,low,vegan,maintain,diabetes,2227,97,164,76,Tofu Stir Fry
41,30.1,obese,male,high,normal,maintain,normal,2219,91,201,61,Grilled Chicken Bowl
36,28.3,overweight,female,low,normal,maintain,diabetes,2045,62,123,73,Grilled Chicken Bowl
52,17.5,underweight,male,medium,vegan,maintain,normal,2391,74,197,61,Tofu Stir Fry
23,33.7,obese,female,low,veg,weight_loss,obesity,1550,72,236,56,Tofu Stir Fry
35,31.7,obese,female,high,veg,maintain,obesity,2040,57,269,63,Greek Yogurt Bowl
53,24.3,normal,female,low,normal,muscle_gain,obesity,2386,127,317,48,Grilled Chicken Bowl
20,31.7,obese,male,high,vegan,maintain,diabetes,2383,68,180,82,Tofu Stir Fry
27,21.4,normal,male,high,high_protein,muscle_gain,diabetes,2406,116,130,57,Grilled Chicken Bowl
21,19.2,normal,male,high,vegan,maintain,normal,2198,79,182,81,Tofu Stir Fry
34,24.6,normal,male,high,veg,maintain,hypertension,2368,95,315,63,Greek Yogurt Bowl
27,29.9,overweight,male,high,veg,maintain,diabetes,2355,77,159,59,Greek Yogurt Bowl
33,33.4,obese,female,medium,vegan,muscle_gain,hypertension,2746,74,250,65,Tofu Stir Fry #6
22,31.2,obese,female,high,veg,muscle_gain,obesity,2469,120,191,47,Tofu Stir Fry #6
35,24.3,normal,female,high,high_protein,maintain,normal,2209,76,301,76,Grilled Chicken Bowl
36,32.8,obese,male,medium,vegan,maintain,hypertension,2058,73,242,62,Almond Granola - Deluxe
55,21.1,normal,female,low,vegan,maintain,normal,1956,55,315,79,Tofu Stir Fry
19,18.3,underweight,male,high,high_protein,maintain,normal,2312,66,255,62,Grilled Chicken Bowl
55,36.0,obese,male,high,normal,weight_loss,normal,1635,55,211,69,Grilled Chicken Bowl
34,28.9,overweight,female,high,veg,muscle_gain,obesity,2549,85,319,51,Tofu Stir Fry #6
51,18.2,underweight,male,high,normal,muscle_gain,normal,2668,83,302,78,Grilled Chicken Bowl
40,22.4,normal,female,medium,vegan,muscle_gain,diabetes,2743,129,137,85,Tofu Stir Fry #2
50,22.0,normal,female,medium,vegan,weight_loss,normal,1828,73,198,57,Tofu Stir Fry
27,30.5,obese,male,high,vegan,weight_loss,diabetes,1789,96,140,75,Tofu Stir Fry
24,19.3,normal,male,medium,high_protein,muscle_gain,diabetes,2311,112,142,56,Shrimp Fried Rice (Low Salt)
19,30.2,obese,male,low,vegan,muscle_gain,diabetes,2445,110,170,65,Tofu Stir Fry #2
45,23.3,normal,female,medium,veg,maintain,diabetes,2121,93,133,58,Greek Yogurt Bowl
18,20.0,normal,male,low,veg,weight_loss,diabetes,1512,64,180,73,Tofu Stir Fry
52,25.5,overweight,female,high,high_protein,maintain,hypertension,2211,78,203,62,Grilled Chicken Bowl
33,30.9,obese,female,medium,vegan,weight_loss,normal,1809,62,237,66,Tofu Stir Fry
28,23.2,normal,male,high,veg,muscle_gain,hypertension,2397,131,253,83,Tofu Stir Fry #6
55,28.6,overweight,female,medium,vegan,maintain,diabetes,2119,76,161,78,Tofu Stir Fry
31,22.7,normal,male,medium,veg,weight_loss,hypertension,1624,66,221,57,Quinoa Vegetable Bowl #9
59,28.3,overweight,male,low,normal,muscle_gain,normal,2424,126,258,79,Grilled Chicken Bowl
37,21.4,normal,male,medium,high_protein,maintain,diabetes,2320,76,139,70,Grilled Chicken Bowl
24,21.8,normal,male,low,veg,maintain,diabetes,1955,71,155,52,Greek Yogurt Bowl
29,23.3,normal,male,low,vegan,weight_loss,normal,1635,61,264,69,Tofu Stir Fry
41,34.1,obese,male,medium,veg,maintain,normal,2189,83,189,67,Greek Yogurt Bowl
41,30.9,obese,male,low,high_protein,weight_loss,diabetes,1548,55,128,84,Grilled Chicken Bowl
47,29.9,overweight,female,high,normal,maintain,hypertension,2245,73,218,69,Grilled Chicken Bowl
19,34.6,obese,male,high,vegan,weight_loss,normal,1518,92,231,67,Tofu Stir Fry
21,19.8,normal,female,low,vegan,muscle_gain,obesity,2639,111,184,65,Tofu Stir Fry #7
36,21.5,normal,male,high,high_protein,muscle_gain,normal,2365,119,190,84,Grilled Chicken Bowl
21,30.3,obese,male,high,vegan,weight_loss,hypertension,1634,65,187,81,Tofu Stir Fry #6
44,33.1,obese,female,low,veg,muscle_gain,obesity,2642,77,201,56,Tofu Stir Fry #6
47,35.3,obese,female,medium,vegan,muscle_gain,normal,2407,87,298,53,Tofu Stir Fry #2
19,30.5,obese,female,medium,veg,maintain,obesity,2096,97,196,65,Tofu Stir Fry
35,32.0,obese,male,high,veg,maintain,normal,2125,58,201,51,Greek Yogurt Bowl
23,29.6,overweight,male,low,normal,weight_loss,obesity,1846,69,187,48,Grilled Chicken Bowl
38,30.7,obese,female,low,veg,muscle_gain,obesity,2876,121,228,53,Tofu Stir Fry #6
45,22.0,normal,male,high,high_protein,weight_loss,diabetes,1634,72,179,63,Grilled Chicken Bowl
57,18.5,normal,male,low,vegan,weight_loss,obesity,1881,81,317,65,Tofu Stir Fry
22,20.9,normal,female,low,veg,muscle_gain,normal,2707,108,217,63,Tofu Stir Fry #2
41,30.9,obese,female,high,normal,muscle_gain,obesity,2334,91,233,56,Grilled Chicken Bowl
18,29.7,overweight,female,high,normal,muscle_gain,diabetes,2435,76,143,57,Grilled Chicken Bowl
28,35.8,obese,female,high,high_protein,muscle_gain,diabetes,2728,77,147,58,Grilled Chicken Bowl
50,28.0,overweight,female,medium,high_protein,muscle_gain,normal,2525,94,186,72,Grilled Chicken Bowl
51,25.2,overweight,male,medium,normal,maintain,hypertension,2016,56,273,75,Grilled Chicken Bowl
57,21.3,normal,female,medium,high_protein,weight_loss,diabetes,1522,69,144,55,Grilled Chicken Bowl
33,17.5,underweight,male,high,high_protein,weight_loss,diabetes,1647,56,126,70,Grilled Chicken Bowl
41,35.4,obese,female,low,normal,muscle_gain,obesity,2647,127,192,62,Grilled Chicken Bowl
30,31.5,obese,male,low,high_protein,weight_loss,normal,1573,89,258,75,Grilled Chicken Bowl
57,27.8,overweight,male,low,high_protein,weight_loss,hypertension,1756,56,265,60,Grilled Chicken Bowl
37,26.6,overweight,female,high,normal,weight_loss,hypertension,1672,95,259,53,Grilled Chicken Bowl
18,29.8,overweight,female,high,normal,muscle_gain,normal,2574,123,294,72,Grilled Chicken Bowl
44,22.8,normal,female,high,vegan,maintain,obesity,2319,81,258,47,Tofu Stir Fry
34,21.7,normal,female,medium,veg,maintain,diabetes,2094,61,177,74,Greek Yogurt Bowl
21,22.3,normal,female,medium,veg,maintain,obesity,2096,66,310,63,Greek Yogurt Bowl
21,31.7,obese,female,medium,high_protein,muscle_gain,diabetes,2851,135,171,50,Grilled Chicken Bowl
47,24.0,normal,female,medium,vegan,muscle_gain,normal,2876,96,219,76,Tofu Stir Fry #2
50,28.7,overweight,male,high,normal,weight_loss,hypertension,1856,58,213,73,Grilled Chicken Bowl
23,26.0,overweight,male,medium,veg,weight_loss,diabetes,1515,60,147,65,Tofu Stir Fry
38,31.0,obese,female,medium,vegan,weight_loss,obesity,1541,98,255,61,Tofu Stir Fry
48,21.9,normal,male,high,high_protein,maintain,hypertension,1932,65,249,75,Grilled Chicken Bowl
38,32.8,obese,female,low,high_protein,maintain,diabetes,1960,65,134,71,Grilled Chicken Bowl
19,26.5,overweight,male,low,normal,muscle_gain,hypertension,2789,120,238,66,Grilled Chicken Bowl
57,27.9,overweight,female,high,high_protein,maintain,obesity,2104,95,185,48,Grilled Chicken Bowl
53,29.0,overweight,female,high,normal,weight_loss,obesity,1875,66,283,47,Grilled Chicken Bowl
36,33.4,obese,male,medium,veg,muscle_gain,normal,2322,95,281,58,Tofu Stir Fry #2
59,33.0,obese,female,high,vegan,weight_loss,normal,1525,83,294,81,Tofu Stir Fry
35,23.2,normal,female,high,normal,maintain,normal,2003,100,230,51,Grilled Chicken Bowl
40,34.9,obese,female,high,vegan,muscle_gain,hypertension,2519,112,239,61,Tofu Stir Fry #6
37,22.5,normal,male,high,vegan,weight_loss,hypertension,1594,82,287,68,Tofu Stir Fry #6
40,28.5,overweight,female,medium,vegan,maintain,obesity,1950,67,200,58,Tofu Stir Fry
20,26.4,overweight,female,high,vegan,weight_loss,obesity,1548,97,214,40,Tofu Stir Fry
33,25.6,overweight,male,high,vegan,muscle_gain,obesity,2743,88,255,62,Tofu Stir Fry #6
53,34.5,obese,female,high,normal,maintain,obesity,1976,81,257,63,Grilled Chicken Bowl
54,31.9,obese,male,low,veg,muscle_gain,hypertension,2520,113,186,74,Tofu Stir Fry #6
18,29.5,overweight,male,medium,normal,maintain,hypertension,2318,58,218,59,Grilled Chicken Bowl
45,23.2,normal,male,low,normal,muscle_gain,obesity,2782,130,309,65,Grilled Chicken Bowl
53,26.9,overweight,female,high,vegan,muscle_gain,diabetes,2831,90,170,66,Tofu Stir Fry #2
43,25.4,overweight,male,low,high_protein,maintain,normal,2375,74,257,68,Grilled Chicken Bowl
21,18.7,normal,male,high,vegan,maintain,diabetes,2179,94,165,70,Tofu Stir Fry
34,30.2,obese,male,low,normal,maintain,hypertension,2041,99,309,53,Grilled Chicken Bowl
45,32.1,obese,female,low,high_protein,muscle_gain,diabetes,2386,87,129,60,Grilled Chicken Bowl
38,35.4,obese,female,medium,normal,weight_loss,obesity,1586,95,208,54,Grilled Chicken Bowl
19,18.4,underweight,female,high,veg,muscle_gain,normal,2687,109,236,55,Tofu Stir Fry #2
39,24.6,normal,male,medium,high_protein,maintain,hypertension,2222,74,255,80,Grilled Chicken Bowl
18,21.3,normal,female,medium,vegan,muscle_gain,obesity,2776,110,281,56,Tofu Stir Fry #6
21,32.2,obese,male,low,high_protein,maintain,diabetes,2055,96,173,83,Grilled Chicken Bowl
31,25.5,overweight,female,medium,high_protein,muscle_gain,normal,2482,74,193,81,Chicken Burger
19,19.3,normal,female,high,vegan,muscle_gain,hypertension,2497,133,237,67,Tofu Stir Fry #6
31,25.4,overweight,female,low,high_protein,muscle_gain,diabetes,2667,107,145,73,Grilled Chicken Bowl
51,22.7,normal,female,medium,normal,muscle_gain,normal,2458,114,286,76,Grilled Chicken Bowl
46,25.0,overweight,male,high,vegan,weight_loss,obesity,1701,86,314,43,Tofu Stir Fry
24,29.2,overweight,male,medium,vegan,maintain,diabetes,2001,57,133,54,Tofu Stir Fry
28,24.3,normal,male,medium,high_protein,maintain,obesity,1939,67,271,56,Grilled Chicken Bowl
50,32.6,obese,female,low,high_protein,weight_loss,normal,1690,83,187,81,Grilled Chicken Bowl
34,35.4,obese,male,high,veg,muscle_gain,obesity,2397,80,216,59,Tofu Stir Fry #6
59,19.1,normal,female,high,vegan,muscle_gain,obesity,2551,124,191,43,Tofu Stir Fry #6
23,20.4,normal,male,low,high_protein,weight_loss,hypertension,1857,74,233,61,Grilled Chicken Bowl
37,23.6,normal,female,high,high_protein,muscle_gain,hypertension,2310,114,198,78,Grilled Chicken Bowl
49,29.0,overweight,female,high,normal,muscle_gain,obesity,2357,91,299,54,Shrimp Fried Rice (Low Salt)
19,34.0,obese,male,medium,vegan,maintain,normal,2387,93,270,67,Tofu Stir Fry
34,27.0,overweight,male,high,normal,maintain,hypertension,1932,71,232,80,Grilled Chicken Bowl
24,30.2,obese,female,low,vegan,muscle_gain,obesity,2655,106,187,63,Tofu Stir Fry #6
34,23.1,normal,male,medium,normal,maintain,hypertension,2078,68,260,70,Grilled Chicken Bowl
26,30.6,obese,male,high,veg,weight_loss,obesity,1820,72,225,52,Tofu Stir Fry
35,28.1,overweight,female,low,veg,weight_loss,obesity,1746,100,252,58,Tofu Stir Fry #4
41,32.8,obese,female,low,vegan,weight_loss,obesity,1718,82,209,63,Tofu Stir Fry
42,22.1,normal,male,high,vegan,muscle_gain,hypertension,2694,83,303,67,Tofu Stir Fry #6
37,21.2,normal,female,medium,vegan,muscle_gain,hypertension,2805,125,180,76,Tofu Stir Fry #6
39,21.4,normal,male,low,vegan,maintain,normal,2121,60,299,52,Tofu Stir Fry
42,33.6,obese,female,medium,vegan,weight_loss,hypertension,1596,64,290,55,Tofu Stir Fry #6
33,31.0,obese,female,high,vegan,muscle_gain,obesity,2691,127,291,46,Tofu Stir Fry #6
18,21.2,normal,male,medium,veg,maintain,diabetes,2384,93,147,79,Tofu Stir Fry
51,24.6,normal,male,high,high_protein,weight_loss,diabetes,1764,60,153,51,Grilled Chicken Bowl
27,29.8,overweight,female,high,normal,muscle_gain,diabetes,2756,91,132,74,Grilled Chicken Bowl
55,19.1,normal,male,high,veg,weight_loss,obesity,1600,78,233,47,Tofu Stir Fry
50,18.7,normal,male,medium,high_protein,muscle_gain,diabetes,2687,121,126,56,Grilled Chicken Bowl
60,20.1,normal,male,low,normal,weight_loss,normal,1632,74,249,51,Grilled Chicken Bowl
30,27.1,overweight,female,low,vegan,weight_loss,normal,1558,61,289,82,Tofu Stir Fry
55,22.4,normal,male,high,vegan,muscle_gain,obesity,2333,126,276,51,Tofu Stir Fry #6
55,24.6,normal,male,low,vegan,weight_loss,obesity,1768,79,318,55,Tofu Stir Fry
40,34.3,obese,female,low,veg,maintain,hypertension,2276,85,302,72,Greek Yogurt Bowl
37,28.4,overweight,male,medium,veg,weight_loss,hypertension,1834,64,205,52,Tofu Stir Fry #6
25,23.4,normal,male,low,vegan,muscle_gain,diabetes,2607,120,138,52,Tofu Stir Fry #2
52,25.4,overweight,female,high,veg,maintain,obesity,2241,75,180,43,Greek Yogurt Bowl
51,25.3,overweight,female,medium,vegan,maintain,obesity,2112,73,213,58,Tofu Stir Fry
32,22.7,normal,male,high,veg,weight_loss,normal,1758,79,260,75,Tofu Stir Fry
57,29.3,overweight,female,medium,vegan,weight_loss,normal,1874,61,299,75,Tofu Stir Fry
26,30.1,obese,male,low,normal,weight_loss,diabetes,1526,88,177,72,Grilled Chicken Bowl
44,27.0,overweight,female,medium,high_protein,muscle_gain,diabetes,2332,88,133,85,Grilled Chicken Bowl
23,30.8,obese,male,medium,normal,weight_loss,hypertension,1801,86,186,58,Grilled Chicken Bowl
35,25.8,overweight,male,low,vegan,maintain,normal,2224,80,227,73,Tofu Stir Fry
34,25.9,overweight,female,medium,high_protein,maintain,obesity,1936,58,221,61,Grilled Chicken Bowl
37,19.4,normal,female,medium,vegan,maintain,obesity,2088,95,301,54,Tofu Stir Fry
55,32.1,obese,female,high,vegan,weight_loss,normal,1646,95,312,57,Tofu Stir Fry #4
51,32.7,obese,female,medium,veg,weight_loss,obesity,1648,75,292,53,Tofu Stir Fry
30,29.1,overweight,female,medium,normal,muscle_gain,obesity,2493,128,305,60,Grilled Chicken Bowl
22,25.0,overweight,male,medium,normal,weight_loss,hypertension,1882,76,250,61,Grilled Chicken Bowl
41,20.8,normal,female,medium,normal,weight_loss,obesity,1558,91,275,58,Grilled Chicken Bowl
28,34.0,obese,male,medium,high_protein,weight_loss,hypertension,1644,80,313,69,Grilled Chicken Bowl
30,17.2,underweight,male,low,high_protein,weight_loss,diabetes,1793,56,179,53,Grilled Chicken Bowl
41,26.7,overweight,female,medium,high_protein,maintain,hypertension,2262,85,186,71,Grilled Chicken Bowl
19,21.0,normal,male,high,high_protein,maintain,hypertension,2273,93,269,56,Grilled Chicken Bowl
19,27.3,overweight,male,medium,vegan,muscle_gain,hypertension,2866,71,220,60,Tofu Stir Fry #6
46,33.5,obese,female,medium,high_protein,weight_loss,hypertension,1504,72,244,75,Grilled Chicken Bowl
33,18.6,normal,male,high,vegan,muscle_gain,obesity,2333,102,224,64,Tofu Stir Fry #6
18,25.2,overweight,male,low,high_protein,weight_loss,normal,1638,69,316,76,Grilled Chicken Bowl
37,18.7,normal,female,low,vegan,maintain,normal,2147,99,236,52,Tofu Stir Fry
55,34.1,obese,female,high,vegan,muscle_gain,normal,2493,83,279,56,Tofu Stir Fry #2
46,18.9,normal,male,high,vegan,maintain,hypertension,2345,90,309,66,Almond Granola - Deluxe
39,18.3,underweight,male,low,normal,maintain,obesity,2031,67,225,40,Grilled Chicken Bowl
56,35.7,obese,female,low,normal,muscle_gain,obesity,2676,120,207,45,Grilled Chicken Bowl
53,18.3,underweight,female,low,normal,muscle_gain,normal,2493,94,305,67,Grilled Chicken Bowl
33,26.4,overweight,female,low,high_protein,maintain,obesity,2251,59,199,61,Grilled Chicken Bowl
38,18.3,underweight,female,high,normal,maintain,diabetes,2080,73,154,71,Grilled Chicken Bowl
45,32.5,obese,female,medium,normal,weight_loss,obesity,1751,86,221,49,Grilled Chicken Bowl
59,26.4,overweight,female,medium,high_protein,muscle_gain,obesity,2667,80,288,40,Grilled Chicken Bowl
20,25.6,overweight,male,low,normal,maintain,hypertension,2155,83,283,75,Grilled Chicken Bowl
41,25.7,overweight,male,low,normal,muscle_gain,obesity,2871,80,186,44,Grilled Chicken Bowl
60,26.9,overweight,male,high,vegan,muscle_gain,obesity,2834,92,306,57,Tofu Stir Fry #6
55,32.5,obese,male,medium,vegan,maintain,normal,1973,70,228,83,Tofu Stir Fry
19,22.9,normal,male,low,high_protein,weight_loss,obesity,1623,73,195,43,Grilled Chicken Bowl
21,35.2,obese,male,low,veg,maintain,obesity,2013,57,291,43,Greek Yogurt Bowl
35,22.3,normal,male,high,veg,weight_loss,obesity,1534,63,234,53,Tofu Stir Fry
34,35.9,obese,female,medium,high_protein,maintain,hypertension,2297,86,231,54,Grilled Chicken Bowl
56,27.4,overweight,female,medium,high_protein,muscle_gain,diabetes,2749,101,148,54,Shrimp Fried Rice (Low Salt)
59,19.1,normal,female,medium,normal,muscle_gain,diabetes,2344,87,148,72,Grilled Chicken Bowl
39,32.9,obese,female,medium,veg,muscle_gain,hypertension,2399,75,278,69,Tofu Stir Fry #6
52,21.0,normal,female,low,normal,muscle_gain,normal,2619,81,286,72,Grilled Chicken Bowl
21,19.2,normal,male,low,normal,weight_loss,diabetes,1779,68,179,73,Grilled Chicken Bowl
33,28.7,overweight,male,medium,high_protein,weight_loss,hypertension,1768,63,320,75,Grilled Chicken Bowl
56,34.4,obese,female,medium,normal,maintain,diabetes,2214,83,125,61,Grilled Chicken Bowl
26,34.5,obese,female,low,high_protein,maintain,diabetes,2179,82,126,64,Grilled Chicken Bowl
19,19.1,normal,female,high,high_protein,muscle_gain,normal,2573,81,315,63,Grilled Chicken Bowl
53,35.6,obese,female,medium,veg,maintain,diabetes,2162,60,177,67,Greek Yogurt Bowl
21,28.0,overweight,male,high,normal,maintain,obesity,1928,63,298,64,Grilled Chicken Bowl
57,29.5,overweight,male,low,high_protein,maintain,hypertension,2036,89,242,56,Grilled Chicken Bowl
49,30.8,obese,female,low,veg,weight_loss,obesity,1636,87,267,51,Tofu Stir Fry
40,19.5,normal,female,medium,high_protein,maintain,normal,2232,65,319,83,Grilled Chicken Bowl
41,20.0,normal,male,medium,vegan,weight_loss,normal,1878,69,245,68,Tofu Stir Fry
55,18.8,normal,female,high,vegan,maintain,normal,1929,56,218,85,Tofu Stir Fry
52,23.4,normal,male,high,vegan,maintain,obesity,2145,72,191,53,Tofu Stir Fry
53,22.7,normal,male,low,normal,weight_loss,normal,1880,86,267,81,Grilled Chicken Bowl
53,24.0,normal,female,medium,normal,weight_loss,obesity,1727,84,271,59,Grilled Chicken Bowl
40,25.6,overweight,female,low,normal,muscle_gain,hypertension,2371,94,225,78,Grilled Chicken Bowl
26,21.8,normal,male,high,veg,muscle_gain,hypertension,2459,118,273,66,Tofu Stir Fry #6
31,30.1,obese,male,low,vegan,weight_loss,diabetes,1658,92,177,70,Tofu Stir Fry
26,17.6,underweight,male,medium,veg,muscle_gain,obesity,2465,109,210,62,Tofu Stir Fry #6
33,34.7,obese,male,low,normal,weight_loss,hypertension,1813,84,297,63,Grilled Chicken Bowl
35,22.2,normal,female,high,normal,weight_loss,normal,1844,63,185,54,Grilled Chicken Bowl
23,18.1,underweight,female,low,high_protein,muscle_gain,normal,2811,82,181,54,Grilled Chicken Bowl
24,30.1,obese,female,medium,veg,weight_loss,normal,1604,88,273,69,Tofu Stir Fry
57,20.4,normal,male,high,high_protein,maintain,diabetes,1951,81,151,52,Grilled Chicken Bowl
33,28.1,overweight,male,high,veg,weight_loss,obesity,1681,100,275,48,Tofu Stir Fry
34,30.5,obese,male,high,high_protein,weight_loss,obesity,1890,75,315,52,Grilled Chicken Bowl
38,29.0,overweight,male,low,veg,maintain,diabetes,2137,67,176,65,Greek Yogurt Bowl
49,23.4,normal,female,high,normal,weight_loss,hypertension,1855,62,250,56,Grilled Chicken Bowl
54,29.5,overweight,female,medium,high_protein,maintain,hypertension,1982,91,308,66,Grilled Chicken Bowl
30,26.0,overweight,female,medium,veg,muscle_gain,hypertension,2679,107,208,67,Tofu Stir Fry #6
46,19.4,normal,male,low,normal,maintain,obesity,2068,86,239,56,Grilled Chicken Bowl
22,25.7,overweight,male,medium,vegan,maintain,obesity,2002,80,285,43,Tofu Stir Fry
23,28.2,overweight,male,low,vegan,muscle_gain,obesity,2697,91,274,47,Tofu Stir Fry #6
47,23.4,normal,male,medium,vegan,muscle_gain,diabetes,2871,87,147,52,Tofu Stir Fry #2
58,22.6,normal,female,medium,high_protein,muscle_gain,diabetes,2842,90,137,79,Grilled Chicken Bowl
43,31.1,obese,female,medium,normal,muscle_gain,obesity,2801,102,194,52,Grilled Chicken Bowl
35,21.0,normal,female,high,veg,muscle_gain,obesity,2830,73,319,51,Tofu Stir Fry #6
55,22.6,normal,female,medium,high_protein,maintain,normal,2070,86,295,64,Grilled Chicken Bowl
24,34.9,obese,female,medium,veg,weight_loss,normal,1599,59,314,81,Tofu Stir Fry
37,22.2,normal,male,high,veg,muscle_gain,normal,2829,115,233,50,Tofu Stir Fry #2
42,20.8,normal,female,low,veg,weight_loss,diabetes,1792,79,147,56,Tofu Stir Fry
42,20.9,normal,female,medium,vegan,muscle_gain,normal,2478,133,224,71,Tofu Stir Fry #2
58,30.8,obese,female,high,vegan,weight_loss,normal,1877,63,211,79,Tofu Stir Fry
35,28.1,overweight,male,medium,vegan,muscle_gain,diabetes,2840,125,155,76,Tofu Stir Fry #2
57,26.6,overweight,female,low,vegan,maintain,normal,2174,89,295,58,Tofu Stir Fry
